Number,1
Sequence,4
Time,8/1/2016 11:17:13 AM
User,""
Computer,"Labe-PC12"
Job,""
Device,""
Comment,""
Sequence Comment,""
Version,"3.0.14.799"
Class,SpectrometerMeasurement
Mode,Scan
Group,""
DUT Type,""
DUT Manufacturer,""
DUT Model,""
DUT Serial Number,""
DUT Lot,""
Part Number,""
Description,""
Bin,""
Bin Set,""
DUT Comment,""
Photopic Power,123.353712571321
Luminous Flux,0
Luminous Efficacy,0
Illuminance,123.353712571321
Luminous Intensity,0
Luminance,0
Tristimulus X,278.731977490448
Tristimulus Y,123.353712571321
Tristimulus Z,4.89816053845532
Cx,0.684872328667025
Cy,0.303092401306335
u',0.52008732115655
v',0.517874126366776
u,0.52008732115655
v,0.345249417577851
CCT,0
Duv,0
Du'v',0
CRI Ra,-100
R1,-100
R2,-100
R3,-100
R4,-100
R5,-100
R6,-100
R7,-100
R8,-100
R9,-100
R10,-100
R11,-100
R12,-100
R13,-100
R14,-100
CQS Qa,0
Q1,0
Q2,0
Q3,0
Q4,0
Q5,0
Q6,0
Q7,0
Q8,0
Q9,0
Q10,0
Q11,0
Q12,0
Q13,0
Q14,0
Q15,0
Gamut Area,0.0138811615852558
Dom Wl,623.4
Comp Wl,492.8
Color Purity,96.4301007844772
Radiometric Power,0.669536136261406
Flux,0
Irradiance,0.669536136261406
Radiance,0
Radiant Intensity,0
Peak Wl,632
FWHM,17.0004900516159
Centroid Wavelength,629.292815076885
Photosynthetic Photon Flux Density,3.29567007831646
Photosynthetic Photon Flux,0
Photosynthetic Photon Flux Intensity,0
PPF Density,3.33090041064838
PPF,0
PPF Intensity,0
YPF Density,3.25794573237406
YPF,0
YPF,0
Photon Flux,0
Photon Radiance,0
Photon Irradiance,3.5220795441843
Mfgr.,"Orb Optronix"
Model,"SP-200"
Serial,"2015939"
Integration Time,0.22
Averages,5
Saturation,0.904416028321177
Optical Saturation,0.900817024510735
Calibration File,"SP-200 2015939 Diffuser 2015-12-18 Attachment 2.calx"
Calibration GUID,"4f22a5dc-17e0-b717-0050-8f403e25c18c"
Absorption File,""
Absorption GUID,""
Spectrum,Irradiance:350-1000
350,0.000830140724028526
351,0.000682580315388675
352,0.00109053091166407
353,0.00108750071193361
354,0.000591398391125383
355,0.000925447643072101
356,0.000581845951091936
357,0.00058921312040022
358,0.000588083966826062
359,0.000741181021813666
360,0.000407204548073001
361,0.000336434662911208
362,0.000574432084043036
363,0.000425850064656514
364,0.000379956479503388
365,0.000421012232749577
366,0.000295284001202658
367,0.000265898578239516
368,0.00025471834516531
369,0.00030515023207469
370,0.000422446612507485
371,0.000290511537849099
372,0.000288558567377119
373,2.35794542621544E-05
374,0.000268848163234979
375,0.000237477894518612
376,0.000239633135470346
377,0.000187598528729303
378,0.000179158343255525
379,9.21234498207913E-05
380,0.000217301186915527
381,0.000175948785072986
382,0.000126071609396487
383,0.000161749953218225
384,0.000138760468696618
385,0.000179563079248107
386,0.000138312111323922
387,0.000141111167673211
388,0.00010703435580705
389,0.000142835860247355
390,0.000130680099160961
391,0.000141923119772942
392,0.000144906588896432
393,0.000100229779820442
394,0.000146728201487682
395,0.000137197623247401
396,8.3694486667538E-05
397,0.000131250359088348
398,0.000100906362848987
399,0.000111165875237768
400,6.91995040563395E-05
401,0.000131800571975907
402,9.80112868136736E-05
403,0.000152919897352014
404,0.000122335832211848
405,6.80985327434161E-05
406,0.00010235338230036
407,0.000123818394030695
408,9.13582465155917E-05
409,9.03495414659593E-05
410,0.000115241380942527
411,9.94525945746252E-05
412,8.05251782674013E-05
413,9.35065804505191E-05
414,0.000100129172660575
415,6.09566337709978E-05
416,4.73699394708872E-05
417,0.000107108484063023
418,7.22462978329677E-05
419,7.28464439558533E-05
420,5.62574269541787E-05
421,8.66358037044389E-05
422,0.000101386303202885
423,7.9213053183456E-05
424,8.59059274745544E-05
425,4.83647778950784E-05
426,7.16404555396575E-05
427,0.000106018582752805
428,3.94299426760287E-05
429,6.70471373446454E-05
430,6.76519672306985E-05
431,7.19391362590776E-05
432,7.41004208903907E-05
433,7.38799863422801E-05
434,6.70114003650403E-05
435,7.04374307356523E-05
436,0.000119796202616965
437,7.26191801778686E-05
438,9.63858489784827E-05
439,8.79326376387155E-05
440,8.9610410069814E-05
441,6.85631139993631E-05
442,4.69839587368081E-05
443,5.54932268917451E-05
444,5.17644428313085E-05
445,6.7696242299681E-05
446,5.93910570520508E-05
447,6.38346381407927E-05
448,7.5378239952391E-05
449,6.01295095755283E-05
450,7.13842079073995E-05
451,5.3451385397495E-05
452,8.25223093168787E-05
453,5.81069557030359E-05
454,7.96234984439654E-05
455,9.00327729481782E-05
456,6.24293663056299E-05
457,7.65869249830323E-05
458,4.89143093435235E-05
459,4.40305300858679E-05
460,6.79582457336665E-05
461,5.59892987783779E-05
462,8.54831880214118E-05
463,6.88625190107183E-05
464,5.84323710078215E-05
465,4.70324334033648E-05
466,5.63915524204451E-05
467,5.84462316843692E-05
