Number,1,2
Sequence,4,5
Time,8/1/2016 11:17:13 AM,8/1/2016 11:20:27 AM
User,"",""
Computer,"Labe-PC12","Labe-PC12"
Job,"",""
Device,"",""
Comment,"",""
Sequence Comment,"",""
Version,"3.0.14.799","3.0.14.799"
Class,SpectrometerMeasurement,SpectrometerMeasurement
Mode,Scan,Scan
Group,"",""
DUT Type,"",""
DUT Manufacturer,"",""
DUT Model,"",""
DUT Serial Number,"",""
DUT Lot,"",""
Part Number,"",""
Description,"",""
Bin,"",""
Bin Set,"",""
DUT Comment,"",""
Photopic Power,123.353712571321,93.4549406525173
Luminous Flux,0,0
Luminous Efficacy,0,0
Illuminance,123.353712571321,93.4549406525173
Luminous Intensity,0,0
Luminance,0,0
Tristimulus X,278.731977490448,207.905080253394
Tristimulus Y,123.353712571321,93.4549406525173
Tristimulus Z,4.89816053845532,7.00358397497575
Cx,0.684872328667025,0.674220553147647
Cy,0.303092401306335,0.303067350275064
u',0.52008732115655,0.509965016255715
v',0.517874126366776,0.515774737729549
u,0.52008732115655,0.509965016255715
v,0.345249417577851,0.343849825153033
CCT,0,0
Duv,0,0
Du'v',0,0
CRI Ra,-100,-100
R1,-100,-100
R2,-100,-100
R3,-100,-100
R4,-100,-100
R5,-100,-100
R6,-100,-100
R7,-100,-100
R8,-100,-100
R9,-100,-100
R10,-100,-100
R11,-100,-100
R12,-100,-100
R13,-100,-100
R14,-100,-100
CQS Qa,0,0
Q1,0,0
Q2,0,0
Q3,0,0
Q4,0,0
Q5,0,0
Q6,0,0
Q7,0,0
Q8,0,0
Q9,0,0
Q10,0,0
Q11,0,0
Q12,0,0
Q13,0,0
Q14,0,0
Q15,0,0
Gamut Area,0.0138811615852558,0.0355347399524445
Dom Wl,623.4,624.1
Comp Wl,492.8,492.8
Color Purity,96.4301007844772,93.1950262031455
Radiometric Power,0.669536136261406,0.52161555747142
Flux,0,0
Irradiance,0.669536136261406,0.52161555747142
Radiance,0,0
Radiant Intensity,0,0
Peak Wl,632,631
FWHM,17.0004900516159,16.1714440368977
Centroid Wavelength,629.292815076885,626.924007773796
Photosynthetic Photon Flux Density,3.29567007831646,2.41867214684869
Photosynthetic Photon Flux,0,0
Photosynthetic Photon Flux Intensity,0,0
PPF Density,3.33090041064838,2.46571829671453
PPF,0,0
PPF Intensity,0,0
YPF Density,3.25794573237406,2.40227848778562
YPF,0,0
YPF,0,0
Photon Flux,0,0
Photon Radiance,0,0
Photon Irradiance,3.5220795441843,2.73361785403492
Mfgr.,"Orb Optronix","Orb Optronix"
Model,"SP-200","SP-200"
Serial,"2015939","2015939"
Integration Time,0.22,0.31
Averages,5,5
Saturation,0.904416028321177,0.954954680013428
Optical Saturation,0.900817024510735,0.95303401533713
Calibration File,"SP-200 2015939 Diffuser 2015-12-18 Attachment 2.calx","SP-200 2015939 Diffuser 2015-12-18 Attachment 2.calx"
Calibration GUID,"4f22a5dc-17e0-b717-0050-8f403e25c18c","4f22a5dc-17e0-b717-0050-8f403e25c18c"
Absorption File,"",""
Absorption GUID,"",""
Spectrum,Irradiance:350-1000,Irradiance:350-1000
350,0.000830140724028526,0.00136429129428171
351,0.000682580315388675,0.00114934959110933
352,0.00109053091166407,0.00136775283562869
353,0.00108750071193361,0.00114868792378283
354,0.000591398391125383,0.00102602819386154
355,0.000925447643072101,0.00136332285160175
356,0.000581845951091936,0.00108228211298621
357,0.00058921312040022,0.00122669266158547
358,0.000588083966826062,0.000888060741296211
359,0.000741181021813666,0.000774361446701639
360,0.000407204548073001,0.000880149461113828
361,0.000336434662911208,0.000655803493313671
362,0.000574432084043036,0.000709271339738684
363,0.000425850064656514,0.000633210647597205
364,0.000379956479503388,0.000649149062950831
365,0.000421012232749577,0.000580247844670489
366,0.000295284001202658,0.000572907451785194
367,0.000265898578239516,0.000514657022605536
368,0.00025471834516531,0.000734322800856718
369,0.00030515023207469,0.000503026871576826
370,0.000422446612507485,0.000565460939740225
371,0.000290511537849099,0.000514013722546909
